id,title,intro,poster,pubdate,url,rating,genres,star,comment,tags,star_time,card
3765427314,轻松主义,"你是否觉得自己：
● 想做出更大的贡献，但缺乏精力？
● 跑得更快了，但没有更接近自己的目标？
● 面对职场内卷，在崩溃的边缘摇摇欲坠？
● 生活中只剩关键的事，时间还是不够用？
那么，《轻松主义》就是你的救星！
《精要主义》教我们如何摒弃琐碎，直抵精要，只做zui重要的事，而《轻松主义》探讨了在摒弃不必要之事后，如何让关键的事变得容易做。全书共分为三个部分，一步步带我们找回轻松状态，采取轻松行动，获得轻松成果。
做事太用力不一定是好事，关键是要用好巧劲儿找准节奏。你要更聪明地工作，而不只是更努力地工作，以轻松的状态，轻松的行动，走出轻松人生。",https://img9.doubanio.com/view/subject/l/public/s34148354.jpg,,https://book.douban.com/subject/35799638/,7.2,,3,,,2023-04-24 08:47:59,[英] 格雷戈·麦吉沃恩 / 中国财政经济出版社
3746608787,可能性的艺术,"「内容简介」
一个和平“爆发”的年代？
历史“终结论”的终结？
国家能力从何而来？
文明的冲突是一个过时的预言？
……
面对林林总总的政治问题，作者带领我们以一种比较的视角，在民主问责和国家能力两个政治比较的核心维度下，建立起观察的参照系，将不同体制、不同经济发展水平的国家纳入比较的视野，去分析我们的时代背景和全球化进程，讨论不同国家的政治转型与国家能力，以及文化和经济对政治变迁的影响。
“政治是可能性的艺术。”当我们将面对的政治现实当作一万种可能性之一来对待时，就能从此时此地抽离，获得一种俯瞰的视角，进而再聚焦定位现实，在浩瀚的可能性中理解我们自身。
「名人推荐」
比较政治学当中的“比较”，与其说是一种具体的研究方法，不如说是一种研究的视野。当你把你所面对的政治现实当作一万种可能性之一来对待时，你就获得了一种“比较的视野”。
比较的视野本质上是一种俯瞰的视野，从“此时此地”抽离，来到多样性的“上空”，从宏观开始领略，然后慢慢聚焦到微观，也就是从森林开始，慢慢聚焦到树木。这样做的好处，就是不管你在分析多么具体的问题，在你脑海的深处，始终有一种比例感，有一片隐隐约约的森林，它提醒着你，你所见到的只是现象，而现象未必是真相。
可能我思考得越多，就越相信，智慧的本质就是对事物比例的公正判断。
——刘瑜
以比较的视野辨析相似与差异，从妙趣横生的事例引向缜密的逻辑推论，澄清认知的盲点和误区，在娓娓道来的叙述中抵达高深的学理分析，最终揭示政治世界的种种奥秘。刘瑜的写作天赋与学术训练功力都已为人所知，在这本书中，二者达到了几近完美的融合，为我们呈现出真正深入浅出的典范。
——刘擎
什么叫“可能性的艺术”？在这个年代活在世界上任何一个地方，可能都要面对一个问题：整套影响我们生活、塑造我们日常社会行为的政治制度，还有什么可能吗？
人类历史上所有政治制度的出现、形成、演变的空间何在？很多时候要透过比较才看得到，而由刘瑜老师来讲述，则是再精彩不过了。
——梁文道
「编辑推荐」
★ 学者刘瑜比较政治学新著。继《民主的细节》《观念的水位》出版近10年后，政治学者刘瑜新作出版。在保留其理性而灵动的语言风格、清晰而缜密的逻辑叙述的基础上，这一次，她带我们跳出一时一地的政治，从高处看国际格局，形成广阔的俯瞰视野。
★ 全方位、多角度的政治比较视野。围绕比较政治学两个核心维度——政治转型和国家能力，将不同国家、地区、古今纳入其中，带来全方位的比较。同时，书中不仅有对发达国家如美国、英国、德国、法国等的分析，也有对发展中国家如南非、印度、墨西哥、泰国、智利、伊拉克等的介绍；在分析经济发展、民主转型的成功案例时，也会剖析失败案例，以此突破认识的偏见，将当下问题纳入历史长河，以历史为尺度，形成看问题的比例感，跳出现象，对问题做出公正的判断。
★ 政治在社会中，从政治之外看政治。“政治在社会结构中”“政治在经济中”“政治在历史中”“政治在地理中”“政治在文化中”。本书通过分析南非的转型、智利经济政策的选择、美国的社会运动以及韩国的观念变迁等，带我们认识政治创造可能性的各种途径，理解社会与政治发展的制衡关系、政治选择与政治行动的可能。
★ 将抽象复杂的政治问题化为通俗的讲述。本书基于作者在看理想平台的音频节目而成，保留了作者通俗的讲述风格，同时辅以深厚的学术功底、优秀的写作能力以及对现实的敏锐分析，将抽象复杂的政治问题以易懂的方式讲给我们听。
★ 对多变的政治现象进行比较、思考，形成社会洞察力。比较产生冲击，冲击带来思考。政治的多变与不确定性让我们对它的思考很难有一劳永逸的答案，但也正是这种不确定性促使我们不断重返基本的道德问题和历史经验，将熟悉的事物陌生化，将“此时时刻”和无数的“他时他刻”联系起来，以此形成明晰的社会洞察力。
★ 于差异中寻找规律，在浩瀚的可能性中理解我们自身。政治是复杂的，但不是随机的。本书通过建立一个政治可能性的参照系，将每个国家编织在同一网络下，以此理解他国，也照见自身，于差异中寻找规律，进而定位现实，理解我们自身。",https://img2.doubanio.com/view/subject/l/public/s34192061.jpg,2022-4,https://book.douban.com/subject/35819419/,9.1,,4,,,2023-04-07 11:53:50,刘瑜 / 2022 / 广西师范大学出版社
3746608212,金融的本质,"作为格林斯潘的继任者，本·伯南克面临大萧条以来最严重的金融危机，注定要在美国经济这个大舞台上扮演三个重要角色，即加息运动的终结者、楼市衰落的减震器以及为美国经济列车提供安全保障的巡道工。伯南克成功地扮演了上述三个角色，以自己的方式逐渐获得了市场的信任。
在美联储工作期间，伯南克以善于合作、为人坦诚而深受同事的赞赏。他习惯运用其学术背景和对最新数据的缜密分析来解决当下的经济问题，然后用非专业人士也能理解的语言让人们了解他的想法，把复杂的经济问题讲得通俗易懂、直截了当。
《金融的本质》一书，即是伯南克以其擅长的通俗、直接的方式，汇集了伯南克关于美联储在应对金融危机时采取的诸多政策背后的金融思想，以及他的金融理念。
《金融的本质》主要分为四部分，内容贯穿了美联储从1914年成立至此次金融危机期间90余年的历史，既是一本简短的关于美联储的中央银行金融史，也可以说是应对危机的金融政策演变史。
《金融的本质》最部分主要讲述美联储的起源与使命。第二部分讲述了二战之后直到最近这次金融危机爆发前的美联储。《金融的本质》第三部分和第四部分主要讲述此次金融危机以及美联储的应对措施及后续影响。这两个部分能让我们充分了解美联储相关政策如何出台及其背后的理念。
在金融危机过去5年之后，在中国债务风险越来越严重的时局下，我们更应该通过上一次的金融危机，回顾伯南克和美联储的措施，看看：
对于金融危机，他如何反思？
对于美联储，他如何看待？
对于金融体系的漏洞、风险和监管，他又抱持着哪种理念？
这些回顾，能够让我们对金融体系漏洞有更深入的思考和反思。",https://img2.doubanio.com/view/subject/l/public/s29452451.jpg,2017-5,https://book.douban.com/subject/27046569/,8,,4,,,2023-04-07 11:53:10,[美] 本·伯南克 陈剑 / 2017 / 中信出版社
3281726593,罪与罚,《罪与罚》是俄国作家陀思妥耶夫斯基创作的长篇小说，也是其代表作。小说描写穷大学生拉斯柯尔尼科夫受无政府主义思想毒害，认为自己可以为所欲为。为生计所迫，他杀死放高利贷的老太婆阿辽娜和她的无辜妹妹丽扎韦达，制造了一起震惊全俄的凶杀案。经历了一场内心痛苦的忏悔后，他最终在基督徒索菲雅姑娘的规劝下，投案自首，被判流放西伯利亚。作品着重刻画主人公犯罪后的心理变化，揭示俄国下层人民的苦难生活。,https://img1.doubanio.com/view/subject/l/public/s33863869.jpg,2021-5,https://book.douban.com/subject/35406615/,9.5,,5,无论是谁，都不应该为实现自己的理想而践踏他人的生命。不管希望实现理想的人，其理想有多么崇高，其追求的目标有多善，其关怀之指向是多少人的幸福；也不管被践踏之人的社会地位有多么低微卑贱，不管这些人的品性有多么恶劣，“英雄”都没有权利去私自决定他人的生死。,,2022-03-20 20:48:22,[俄] 陀思妥耶夫斯基 / 2021 / 译林出版社
3255878645,西线无战事,"“我们才刚开始热爱生活，却不得不对这一切开炮。”
《悉达多》《人类群星闪耀时》译者、翻译家姜乙新译作，1929年德语原版直译。
6000字译后记，特别收录雷马克未经发表手稿。
青年保罗·博伊默尔、钳工加登、始终随身带着课本的米勒、头脑最清醒的下士克罗普、挖煤工海尔·维斯胡斯、农民德特林，以及斯坦尼斯劳斯·卡钦斯基们，经过十周的军事训练后，被送往前线。1918年，这个班的最后一人也于前线阵亡。而军队指挥部战报上的记录仅有一句：西线无战事。",https://img1.doubanio.com/view/subject/l/public/s33779178.jpg,2021-1,https://book.douban.com/subject/35272817/,9.5,,5,他于1918年10月阵亡。那天，整个前线寂静无声。军队指挥部战报上的记录仅有一句：西线无战事。,,2022-02-27 21:48:35,[德] 埃里希·玛丽亚·雷马克 / 2021 / 上海文艺出版社
3179524586,微尘,"我见过的不幸太多了，从来没有沮丧过。
——陈年喜
这本书收录了陈年喜21篇非虚构故事集。
书中写了一群平凡而朴素的劳动者的故事。
他们是爆破工、运石工、乡村木匠、农夫、农妇、小作坊老板……
而作家自己的故事，贯穿始终：在地下五千米开山炸石，在烟尘和轰鸣中养家糊口，在工棚和山野中写下诗篇，记录命运的爆裂和寂静。
他们虽历经生活的磨砺，却淳朴而硬扎，沉静地诉说关于亲情、爱情、死亡、欲望的生活主题……
这是一本生命的书，也是死亡的书，归根到底，是一本生活的书。
世界是什么样子？生活是什么样子？我的感觉里，除了绵长、无处不在的风，其余都是尘埃，我们在其中奔突，努力站稳，但更多的时候是东倒西歪，身不由己。",https://img9.doubanio.com/view/subject/l/public/s33985995.jpg,2021-5,https://book.douban.com/subject/35585201/,8.4,,3,所谓的坚强，不过是真正的不幸没有降临在自己头上。,,2022-01-05 23:12:21,陈年喜 / 2021 / 天津人民出版社
3130247208,告白,"当伦理和正义出现分歧，你选择站在哪边？
“爱美的死并非意外，而是被我们班的学生杀害的。”故事以爱女死于校内的中学女教师在班会上的告白开始。这个单亲妈妈独自抚养着可爱的女儿，却在学校游泳池内发现四岁的女儿意外溺毙，经过私下调查，她发现女儿是被自己班上的两个学生杀害的。痛失 爱女的女教师辞去教师职务，开始了自己的复仇计划……
小说从复仇者、杀人者、杀人者家属等不同的角度展开，层层揭开事件真相。在这场令人震惊的校园犯罪中，教师、家长、学生，谁才是罪魁祸首？以暴制暴，究竟是对善的维护，还是恶的张扬？
爱与痛，善与恶，罪与罚，频频敲击我们内心的道德尺度。真正的光明，必定来自阴暗最深处。
《告白》是日本当红推理小说家湊佳苗的经典之作，日本销量逾340万部，获得2007年第29回小说推理新人奖、2008年“周刊文春杰作推理BEST 10”第1名、2009年本屋大赏第1名、2010年文库本销售第1名。此外，经数据统计，由该小说改编的同名电影，好于92%的剧情片，好于98%的惊悚片；斩获第30届香港电影金像奖最佳亚洲电影、第34届日本电影学院奖最佳影片、第5届亚洲电影大奖最佳电影；连续四次成为票房冠军，代表日本角逐奥斯卡。",https://img2.doubanio.com/view/subject/l/public/s29912411.jpg,2016-4,https://book.douban.com/subject/26681984/,8.8,,5,,,2021-11-30 17:45:51,[日] 凑佳苗 / 2016 / 湖南文艺出版社
3115012519,蝲蛄吟唱的地方,"◆2019全美现象级畅销小说。登上《纽约时报》《今日美国》、美国亚马逊、北美独立书店四大重量级畅销榜榜首；连续上榜超过57周。
◆美国国内总销量已逾400万册。
◆Goodreads上超过40万读者评论，仍保持4.51的超高分。
◆20世纪福克斯购买影视版权；奥斯卡影后瑞茜•威瑟斯彭动用自家图书俱乐部落力推荐，还将亲自担纲制片。
◆图书版权售出德、法、俄、中、意、韩等38种语言，引发社交网络晒书热潮
------
故事梗概：
家人一个接一个离开。从十岁起，她就独自生活在北卡罗来纳州海滨荒凉的湿地中，驾着小船，靠猎捕和收集野物卖给码头的人维生。她只上过一天学，是小镇居民口中的“湿地女孩”，文明社会之外的野姑娘。当镇上最受欢迎的花花公子被发现死在湿地中时，人们立刻将怀疑的目光投向她。
作为天生的 湿地生物学家，她从土地中汲取生活的教训，从萤火虫不诚实的信号中学习世界真正的运行方式。到了渴望触摸和爱的年纪，受到两个来自小镇的年轻人的吸引，她向一种全新的生活开启了心扉……
若干年后，她成了当地的传奇，小镇旅游业的名片。但这本书要讲的并不是一个女孩冲破重重阻碍走向光明的励志故事。荒凉的湿地养育了女孩，也塑造了她。她关于爱情和生活的选择听从的是荒野的召唤，而非文明社会的教导……
------
编辑推荐：
这本书讲述了一个终生栖息于一片海滨湿地的野女孩的成长故事，诗意而野性。
被家人和社会彻底抛弃是烙在她生命中的不幸，但在另一种意义上也是她独有的幸运。这意味着她也彻底躲开了文明社会对女性的种种规训。她就像湿地中的一只小兽，有美丽的皮毛，也有凌厉的爪牙。湿地养育了她，也塑造了她。她的初恋始于一根大蓝鹭的“眉毛”，她最忠诚的朋友是银鸥和库珀鹰，她关于爱情、婚姻、性和背叛的看法源自对萤火虫、螳螂、火鸡和蛙的观察。她的生活和生长在世俗文明中的我们的生活迥然不同。这种不同为我们提供了一面镜子。
------
媒体评论：
一部美得令人心痛的小说处女作，同时也是一桩未破解的谋杀案，一个成长故事，一场大自然的庆典……在与世隔绝的生活中，这个孩子让我们窥见了她私人世界中隐藏的奇迹和危险。——《纽约时报书评》
这本凶猛的、美得令人难忘的小说，讲述了女主角基娅学会信任人与人之间联系的令人心碎的故事，交织着一个扣人心弦的谋杀谜团，揭示了野蛮的真相。——《人物》杂志
茂盛、神秘，喜欢芭芭拉•金索沃的读者一定也会喜欢这本书。—— Bustle
从一个年轻女孩的视角讲述了一个成长故事和一桩神秘谋杀的调查过程……通过基娅的故事，欧文斯探索了离群索居如何影响人类行为，以及被抛弃留给我们生活的深刻印记。——《名利场》
这个故事的魅力源自基娅同她视之为家的地方以及那里所有生物的深厚关联。——《书单》
欧文斯的文字明亮如低地的月亮……这是一部读者会喜欢的兼具谋杀谜团、爱情故事和法庭戏码的小说，但它对我们的本质进行了深入肌骨的探究，不时提出一些难以回答的问题，就像沼泽本身一样古老而不易对付。—— 克里斯托弗•斯科顿，《地球的秘密智慧》作者
我简直没法描述我有多喜欢这本书。真希望这故事不要结束。—— 瑞茜•威瑟斯彭
当你感觉到你脚趾下的星球和树木在移动时，你必须全神贯注地倾听，我保证，你会听到蝲蛄在吟唱。—— 迪莉娅•欧文斯
引人入胜的神秘故事，文字如此明亮，可以穿透最黑暗的泥泞。——《奥古斯塔编年史》
带着古老民谣的节奏。欧文斯显然对这片土地了如指掌，从黏住脚底的黑泥到咸水的味道，再到海鸥的叫声。——戴维•乔伊，《捆住我们的线》作者",https://img2.doubanio.com/view/subject/l/public/s33469693.jpg,2019-10,https://book.douban.com/subject/34813209/,8.8,,5,,,2021-11-19 16:40:17,[美] 迪莉娅·欧文斯 / 2019 / 湖南文艺出版社
3052829738,献给阿尔吉侬的花束,声称能改造智能的科学实验在白老鼠阿尔吉侬身上获得了突破性的进展，下一步急需进行人体实验。个性和善、学习态度积极的心智障碍者查理·高登成为最佳人选。手术成功后，查理的智商从68跃升为185，然而那些从未有过的情绪和记忆也逐渐浮现。,https://img1.doubanio.com/view/subject/l/public/s28050760.jpg,2015-4,https://book.douban.com/subject/26362836/,9.1,,5,,,2021-09-28 17:39:02,[美] 丹尼尔·凯斯 / 2015 / 广西师范大学出版社
2320651752,鱼翅与花椒,"扶霞是我的好友，也是我认识的所有外国人中，非常了解中国烹饪的一位。这本屡获殊荣的《鱼翅与花椒》无疑是很多外国人写中国食物的书籍里极为鲜活有趣和精准的 。——陈晓卿（“舌尖上的中国”总导演）
这里是中国，一个奇妙的饮食大国。
这是关于中国菜的故事，也是一个英国女孩的中国历险记。
扶霞一九九四年前往中国长住。打从一开始她就发誓不论人家请她吃什么，不管那食物有多么古怪，她一律来者不拒：第一次与四川料理相遇时的神魂颠倒、亲眼目睹鸡鸭被宰杀时的惊吓、体验千变万化的刀 工、对养生饮食的叹服、品尝珍稀野味时内心的道德两难……
透过扶霞的眼睛，我们得以用全新的角度来了解熟悉的中国菜。不同地方的食物拥有其独一无二的气质：川菜的辣带着一丝丝甜，就像悠闲的四川人，总是带着甜甜的体贴；湘菜直接又毫无妥协余地，就跟那里培养出来的领袖人物一样；扬州菜则是太平盛世的食物，温暖而抚慰人心。
从四川热闹的市场到甘肃北部荒僻的风景，从福建的深山到迷人的扬州古城，书中呈现了中式料理让人难忘的美妙滋味，也深刻描绘出中西饮食文化差异，且兼具人文观察与幽默趣味。",https://img9.doubanio.com/view/subject/l/public/s29767895.jpg,2018-7,https://book.douban.com/subject/30183051/,8.3,,4,,,2020-04-02 12:03:23,[英] 扶霞·邓洛普 / 2018 / 上海译文出版社
